,authorMeta.id,authorMeta.verified,commentCount,diggCount,downloaded,hashtag.name,musicMeta.musicAuthor,musicMeta.musicName,playCount,shareCount,videoMeta.duration
0,6825540583826768902,False,68,3710,True,,Pop Smoke,Element,44800,50,15
1,6729292817489986566,False,936,55700,True,,rapidsongs ,Without Me,838100,1817,11
2,6791901371429913601,False,27100,936200,True,tiktok,Sigurd Barrett,Pilfingerdansen - Remix,15300000,21100,19
2,6791901371429913601,False,27100,936200,True,viral,Sigurd Barrett,Pilfingerdansen - Remix,15300000,21100,19
2,6791901371429913601,False,27100,936200,True,fyp,Sigurd Barrett,Pilfingerdansen - Remix,15300000,21100,19
2,6791901371429913601,False,27100,936200,True,iphone,Sigurd Barrett,Pilfingerdansen - Remix,15300000,21100,19
2,6791901371429913601,False,27100,936200,True,test,Sigurd Barrett,Pilfingerdansen - Remix,15300000,21100,19
2,6791901371429913601,False,27100,936200,True,bend,Sigurd Barrett,Pilfingerdansen - Remix,15300000,21100,19
3,6574079584262094854,False,143,12900,True,,Noah,Justin Timberlake - Mirrors,94900,197,13
4,6586854399372394498,False,52,8805,True,tiktok教室,Mj.无名氏,原聲,115300,198,22
4,6586854399372394498,False,52,8805,True,tutorial,Mj.无名氏,原聲,115300,198,22
5,6828136153255592966,False,2732,343000,True,volleyball,Sam Smith,Diamonds,2800000,2846,29
5,6828136153255592966,False,2732,343000,True,volleyballlove,Sam Smith,Diamonds,2800000,2846,29
5,6828136153255592966,False,2732,343000,True,volleyballworld,Sam Smith,Diamonds,2800000,2846,29
6,6879814870579512326,False,4,227,True,,🌹Rosalie🌹,origineel geluid,62200,0,11
7,6807032812786156550,False,354,4326,True,timewarpscan,Moonpie,original sound,81200,201,9
8,181232554367254528,False,54,734,True,keşfet,Imagine Dragons,Believer,8071,1,15
8,181232554367254528,False,54,734,True,tiktok,Imagine Dragons,Believer,8071,1,15
8,181232554367254528,False,54,734,True,turkey,Imagine Dragons,Believer,8071,1,15
8,181232554367254528,False,54,734,True,kadın,Imagine Dragons,Believer,8071,1,15
8,181232554367254528,False,54,734,True,erkek,Imagine Dragons,Believer,8071,1,15
8,181232554367254528,False,54,734,True,aldatma,Imagine Dragons,Believer,8071,1,15
8,181232554367254528,False,54,734,True,seniniçin,Imagine Dragons,Believer,8071,1,15
8,181232554367254528,False,54,734,True,beniöneçıkart,Imagine Dragons,Believer,8071,1,15
8,181232554367254528,False,54,734,True,mizah,Imagine Dragons,Believer,8071,1,15
8,181232554367254528,False,54,734,True,boys,Imagine Dragons,Believer,8071,1,15
8,181232554367254528,False,54,734,True,girls,Imagine Dragons,Believer,8071,1,15
8,181232554367254528,False,54,734,True,türkiye,Imagine Dragons,Believer,8071,1,15
9,17077271,False,94,3874,True,kids,Lauren,Snort laugh,95800,716,15
9,17077271,False,94,3874,True,parents,Lauren,Snort laugh,95800,716,15
9,17077271,False,94,3874,True,funny,Lauren,Snort laugh,95800,716,15
10,6736893238030042118,False,19,2080,True,foryou,The Kid LAROI,WITHOUT YOU,39300,17,9
10,6736893238030042118,False,19,2080,True,fyp,The Kid LAROI,WITHOUT YOU,39300,17,9
10,6736893238030042118,False,19,2080,True,foryoupage,The Kid LAROI,WITHOUT YOU,39300,17,9
10,6736893238030042118,False,19,2080,True,fy,The Kid LAROI,WITHOUT YOU,39300,17,9
11,7314134,False,159,3275,True,fyp,mememeiland,origineel geluid,65900,338,8
11,7314134,False,159,3275,True,dutch,mememeiland,origineel geluid,65900,338,8
11,7314134,False,159,3275,True,fy,mememeiland,origineel geluid,65900,338,8
12,6815614324688061446,False,68,6268,True,stitch,Elvis Presley,Jailhouse Rock,45700,26,10
12,6815614324688061446,False,68,6268,True,dutch,Elvis Presley,Jailhouse Rock,45700,26,10
12,6815614324688061446,False,68,6268,True,humor,Elvis Presley,Jailhouse Rock,45700,26,10
13,6829372384031900678,False,336,57300,True,sportplazagroenendaal,JVLES,Street Fashion Game,1200000,208,13
13,6829372384031900678,False,336,57300,True,zwemmen,JVLES,Street Fashion Game,1200000,208,13
13,6829372384031900678,False,336,57300,True,zwembad,JVLES,Street Fashion Game,1200000,208,13
13,6829372384031900678,False,336,57300,True,glijbaan,JVLES,Street Fashion Game,1200000,208,13
13,6829372384031900678,False,336,57300,True,badmeester,JVLES,Street Fashion Game,1200000,208,13
13,6829372384031900678,False,336,57300,True,badjuf,JVLES,Street Fashion Game,1200000,208,13
13,6829372384031900678,False,336,57300,True,werken,JVLES,Street Fashion Game,1200000,208,13
13,6829372384031900678,False,336,57300,True,glijbaanchallenge,JVLES,Street Fashion Game,1200000,208,13
14,6877781654062253058,False,1166,6629,True,roblox,0,original sound,61500,92,15
14,6877781654062253058,False,1166,6629,True,hacks,0,original sound,61500,92,15
14,6877781654062253058,False,1166,6629,True,exploiting,0,original sound,61500,92,15
14,6877781654062253058,False,1166,6629,True,bunbungirls,0,original sound,61500,92,15
15,6563548229581422598,False,267,14500,True,dance,Jhully Duarte,som original,174400,470,13
15,6563548229581422598,False,267,14500,True,garrafa,Jhully Duarte,som original,174400,470,13
15,6563548229581422598,False,267,14500,True,horadearrasar,Jhully Duarte,som original,174400,470,13
15,6563548229581422598,False,267,14500,True,girl,Jhully Duarte,som original,174400,470,13
15,6563548229581422598,False,267,14500,True,challenge,Jhully Duarte,som original,174400,470,13
15,6563548229581422598,False,267,14500,True,musically,Jhully Duarte,som original,174400,470,13
15,6563548229581422598,False,267,14500,True,music,Jhully Duarte,som original,174400,470,13
16,6813336748010505222,False,181,23900,True,nederland,Kattyyy🍁,Originalton,346500,505,8
16,6813336748010505222,False,181,23900,True,dutch,Kattyyy🍁,Originalton,346500,505,8
16,6813336748010505222,False,181,23900,True,stamppot,Kattyyy🍁,Originalton,346500,505,8
16,6813336748010505222,False,181,23900,True,voorjoupagina,Kattyyy🍁,Originalton,346500,505,8
16,6813336748010505222,False,181,23900,True,fyp,Kattyyy🍁,Originalton,346500,505,8
16,6813336748010505222,False,181,23900,True,foodmeme,Kattyyy🍁,Originalton,346500,505,8
16,6813336748010505222,False,181,23900,True,flodder,Kattyyy🍁,Originalton,346500,505,8
16,6813336748010505222,False,181,23900,True,15sworkout,Kattyyy🍁,Originalton,346500,505,8
17,6858994019927065605,False,44,2501,True,foryou,🌸Ri Za🌸,original sound - 🌸Ri Za🌸,71400,16,11
17,6858994019927065605,False,44,2501,True,pizzametananas,🌸Ri Za🌸,original sound - 🌸Ri Za🌸,71400,16,11
17,6858994019927065605,False,44,2501,True,noticeme,🌸Ri Za🌸,original sound - 🌸Ri Za🌸,71400,16,11
17,6858994019927065605,False,44,2501,True,xyzbca,🌸Ri Za🌸,original sound - 🌸Ri Za🌸,71400,16,11
17,6858994019927065605,False,44,2501,True,viral,🌸Ri Za🌸,original sound - 🌸Ri Za🌸,71400,16,11
17,6858994019927065605,False,44,2501,True,like,🌸Ri Za🌸,original sound - 🌸Ri Za🌸,71400,16,11
17,6858994019927065605,False,44,2501,True,comment,🌸Ri Za🌸,original sound - 🌸Ri Za🌸,71400,16,11
18,6668785904163323910,False,188,6126,True,,Nisandu kaushalya💖,original sound,74700,10,15
19,6813398806265463814,False,209,10700,True,ruinourfriendship,adam :),ruin our friendship,90700,104,11
19,6813398806265463814,False,209,10700,True,loversinstead,adam :),ruin our friendship,90700,104,11
19,6813398806265463814,False,209,10700,True,friendship,adam :),ruin our friendship,90700,104,11
19,6813398806265463814,False,209,10700,True,friends,adam :),ruin our friendship,90700,104,11
19,6813398806265463814,False,209,10700,True,dutch,adam :),ruin our friendship,90700,104,11
19,6813398806265463814,False,209,10700,True,funny,adam :),ruin our friendship,90700,104,11
20,6810398238781457413,False,29,1086,True,fatloss,Marc,origineel geluid,48000,32,15
20,6810398238781457413,False,29,1086,True,gezond,Marc,origineel geluid,48000,32,15
20,6810398238781457413,False,29,1086,True,fitness,Marc,origineel geluid,48000,32,15
20,6810398238781457413,False,29,1086,True,fitdutchie,Marc,origineel geluid,48000,32,15
20,6810398238781457413,False,29,1086,True,fitdutch,Marc,origineel geluid,48000,32,15
20,6810398238781457413,False,29,1086,True,vetverbranding,Marc,origineel geluid,48000,32,15
20,6810398238781457413,False,29,1086,True,sportschool,Marc,origineel geluid,48000,32,15
21,6541724785074770944,False,15,720,True,,Unknown,Original Sound,11300,0,13
22,6803772101709267974,False,42,2053,True,fyp,Dua Lipa,Blow Your Mind (Mwahchallenge),46800,62,7
22,6803772101709267974,False,42,2053,True,voorjou,Dua Lipa,Blow Your Mind (Mwahchallenge),46800,62,7
22,6803772101709267974,False,42,2053,True,netherlands,Dua Lipa,Blow Your Mind (Mwahchallenge),46800,62,7
22,6803772101709267974,False,42,2053,True,grindr,Dua Lipa,Blow Your Mind (Mwahchallenge),46800,62,7
22,6803772101709267974,False,42,2053,True,gay,Dua Lipa,Blow Your Mind (Mwahchallenge),46800,62,7
23,6885956398250361857,False,27,1251,True,fyp,Selena ,origineel geluid,50400,46,9
23,6885956398250361857,False,27,1251,True,foryou,Selena ,origineel geluid,50400,46,9
23,6885956398250361857,False,27,1251,True,xyzbca,Selena ,origineel geluid,50400,46,9
23,6885956398250361857,False,27,1251,True,foryoupage,Selena ,origineel geluid,50400,46,9
23,6885956398250361857,False,27,1251,True,boyfriend,Selena ,origineel geluid,50400,46,9
24,6733926208025084934,False,19,389,True,gains,Jason Wolbert,EverybodyMakesMistakes,22000,0,5
24,6733926208025084934,False,19,389,True,bodybuilding,Jason Wolbert,EverybodyMakesMistakes,22000,0,5
24,6733926208025084934,False,19,389,True,training,Jason Wolbert,EverybodyMakesMistakes,22000,0,5
25,6621853416191721478,False,306,4734,True,fyp,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,fy,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,foryoupage,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,foryou,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,voorjou,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,formula1,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,f1,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,racing,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,maxverstappen,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,redbullracing,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,crash,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,dnf,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,badluck,les,hometown slowed down twenty one pilots,55100,55,22
25,6621853416191721478,False,306,4734,True,imola,les,hometown slowed down twenty one pilots,55100,55,22
26,6620034436397236230,False,127,11300,True,areyoudumb,1xbrock,DUMB DUMB,155600,27,8
26,6620034436397236230,False,127,11300,True,meester,1xbrock,DUMB DUMB,155600,27,8
26,6620034436397236230,False,127,11300,True,foryou,1xbrock,DUMB DUMB,155600,27,8
26,6620034436397236230,False,127,11300,True,school,1xbrock,DUMB DUMB,155600,27,8
26,6620034436397236230,False,127,11300,True,fyp,1xbrock,DUMB DUMB,155600,27,8
26,6620034436397236230,False,127,11300,True,docent,1xbrock,DUMB DUMB,155600,27,8
26,6620034436397236230,False,127,11300,True,leerling,1xbrock,DUMB DUMB,155600,27,8
27,6842899794130863109,False,156,11800,True,narutoshippuden,𝘽𝙮.𝙨𝙝𝙖𝙝𝙤𝙧𝙞,sonido original,49200,220,12
27,6842899794130863109,False,156,11800,True,hokage,𝘽𝙮.𝙨𝙝𝙖𝙝𝙤𝙧𝙞,sonido original,49200,220,12
27,6842899794130863109,False,156,11800,True,meituremi,𝘽𝙮.𝙨𝙝𝙖𝙝𝙤𝙧𝙞,sonido original,49200,220,12
27,6842899794130863109,False,156,11800,True,pakura,𝘽𝙮.𝙨𝙝𝙖𝙝𝙤𝙧𝙞,sonido original,49200,220,12
27,6842899794130863109,False,156,11800,True,karinuzumaki,𝘽𝙮.𝙨𝙝𝙖𝙝𝙤𝙧𝙞,sonido original,49200,220,12
27,6842899794130863109,False,156,11800,True,twitor,𝘽𝙮.𝙨𝙝𝙖𝙝𝙤𝙧𝙞,sonido original,49200,220,12
27,6842899794130863109,False,156,11800,True,amv,𝘽𝙮.𝙨𝙝𝙖𝙝𝙤𝙧𝙞,sonido original,49200,220,12
27,6842899794130863109,False,156,11800,True,animeedit,𝘽𝙮.𝙨𝙝𝙖𝙝𝙤𝙧𝙞,sonido original,49200,220,12
27,6842899794130863109,False,156,11800,True,foryoupage,𝘽𝙮.𝙨𝙝𝙖𝙝𝙤𝙧𝙞,sonido original,49200,220,12
27,6842899794130863109,False,156,11800,True,_xny,𝘽𝙮.𝙨𝙝𝙖𝙝𝙤𝙧𝙞,sonido original,49200,220,12
28,6887765742683915265,False,527,321900,True,worldcup,Kreepa,Oh No,11200000,954,11
28,6887765742683915265,False,527,321900,True,laliga,Kreepa,Oh No,11200000,954,11
28,6887765742683915265,False,527,321900,True,football,Kreepa,Oh No,11200000,954,11
28,6887765742683915265,False,527,321900,True,premierleague,Kreepa,Oh No,11200000,954,11
29,6629600851550355462,False,8,458,True,like,Ahmad Baig,original sound,943,3,14
29,6629600851550355462,False,8,458,True,comments,Ahmad Baig,original sound,943,3,14
29,6629600851550355462,False,8,458,True,follow,Ahmad Baig,original sound,943,3,14
29,6629600851550355462,False,8,458,True,🐍🐍🐍🐍🐍🐍🐍🐍,Ahmad Baig,original sound,943,3,14
29,6629600851550355462,False,8,458,True,👍👍👍,Ahmad Baig,original sound,943,3,14
29,6629600851550355462,False,8,458,True,fyp,Ahmad Baig,original sound,943,3,14
29,6629600851550355462,False,8,458,True,foryou,Ahmad Baig,original sound,943,3,14
29,6629600851550355462,False,8,458,True,foryoupage,Ahmad Baig,original sound,943,3,14
29,6629600851550355462,False,8,458,True,standwithkashmir,Ahmad Baig,original sound,943,3,14
29,6629600851550355462,False,8,458,True,share,Ahmad Baig,original sound,943,3,14
30,6830062072786322437,False,86,1742,True,fyp,Elliot Van Coup,Say So (Instrumental Version) [Originally Performed by Doja Cat],44100,75,52
30,6830062072786322437,False,86,1742,True,foryou,Elliot Van Coup,Say So (Instrumental Version) [Originally Performed by Doja Cat],44100,75,52
30,6830062072786322437,False,86,1742,True,foryoupage,Elliot Van Coup,Say So (Instrumental Version) [Originally Performed by Doja Cat],44100,75,52
30,6830062072786322437,False,86,1742,True,gymshark,Elliot Van Coup,Say So (Instrumental Version) [Originally Performed by Doja Cat],44100,75,52
30,6830062072786322437,False,86,1742,True,fitness,Elliot Van Coup,Say So (Instrumental Version) [Originally Performed by Doja Cat],44100,75,52
30,6830062072786322437,False,86,1742,True,bodybuilder,Elliot Van Coup,Say So (Instrumental Version) [Originally Performed by Doja Cat],44100,75,52
30,6830062072786322437,False,86,1742,True,supplements,Elliot Van Coup,Say So (Instrumental Version) [Originally Performed by Doja Cat],44100,75,52
31,6707203238452118533,False,3,274,True,fyp,Rizwan Durrani,original sound,3456,2,15
31,6707203238452118533,False,3,274,True,🐍🐍🐍🐍🐍🐍🐍🐍,Rizwan Durrani,original sound,3456,2,15
31,6707203238452118533,False,3,274,True,foryou,Rizwan Durrani,original sound,3456,2,15
31,6707203238452118533,False,3,274,True,standwithkashmir,Rizwan Durrani,original sound,3456,2,15
31,6707203238452118533,False,3,274,True,rizwandurrani57,Rizwan Durrani,original sound,3456,2,15
32,6823048263748715526,False,80,7161,True,fight,⚡Acacia⚡,nhạc nền - ⚡Acacia⚡,161600,6,5
32,6823048263748715526,False,80,7161,True,anime,⚡Acacia⚡,nhạc nền - ⚡Acacia⚡,161600,6,5
32,6823048263748715526,False,80,7161,True,animeedit,⚡Acacia⚡,nhạc nền - ⚡Acacia⚡,161600,6,5
32,6823048263748715526,False,80,7161,True,animefight,⚡Acacia⚡,nhạc nền - ⚡Acacia⚡,161600,6,5
32,6823048263748715526,False,80,7161,True,vs,⚡Acacia⚡,nhạc nền - ⚡Acacia⚡,161600,6,5
32,6823048263748715526,False,80,7161,True,berry,⚡Acacia⚡,nhạc nền - ⚡Acacia⚡,161600,6,5
32,6823048263748715526,False,80,7161,True,viral,⚡Acacia⚡,nhạc nền - ⚡Acacia⚡,161600,6,5
32,6823048263748715526,False,80,7161,True,pibes,⚡Acacia⚡,nhạc nền - ⚡Acacia⚡,161600,6,5
32,6823048263748715526,False,80,7161,True,parati,⚡Acacia⚡,nhạc nền - ⚡Acacia⚡,161600,6,5
32,6823048263748715526,False,80,7161,True,fyp,⚡Acacia⚡,nhạc nền - ⚡Acacia⚡,161600,6,5
33,6707203238452118533,False,13,368,True,fyp, 🔥 SK ❤️,Ishqa za tabah de krom,5189,1,20
33,6707203238452118533,False,13,368,True,🐍🐍🐍🐍🐍🐍🐍🐍, 🔥 SK ❤️,Ishqa za tabah de krom,5189,1,20
33,6707203238452118533,False,13,368,True,foryou, 🔥 SK ❤️,Ishqa za tabah de krom,5189,1,20
33,6707203238452118533,False,13,368,True,standwithkashmir, 🔥 SK ❤️,Ishqa za tabah de krom,5189,1,20
34,6716564983927211013,False,656,29200,True,top10,Ernie Senpai,original sound,197300,78,43
34,6716564983927211013,False,656,29200,True,onepiece,Ernie Senpai,original sound,197300,78,43
34,6716564983927211013,False,656,29200,True,anime,Ernie Senpai,original sound,197300,78,43
34,6716564983927211013,False,656,29200,True,strongestcharacters,Ernie Senpai,original sound,197300,78,43
34,6716564983927211013,False,656,29200,True,animeboy,Ernie Senpai,original sound,197300,78,43
34,6716564983927211013,False,656,29200,True,luffy,Ernie Senpai,original sound,197300,78,43
34,6716564983927211013,False,656,29200,True,zoro,Ernie Senpai,original sound,197300,78,43
34,6716564983927211013,False,656,29200,True,animeedit,Ernie Senpai,original sound,197300,78,43
34,6716564983927211013,False,656,29200,True,animeedits,Ernie Senpai,original sound,197300,78,43
34,6716564983927211013,False,656,29200,True,animestiktok,Ernie Senpai,original sound,197300,78,43
35,6730012831293572101,False,23,1334,True,power,Mason Schlang,reality can he whatever i want,9315,6,8
35,6730012831293572101,False,23,1334,True,legday,Mason Schlang,reality can he whatever i want,9315,6,8
35,6730012831293572101,False,23,1334,True,boss,Mason Schlang,reality can he whatever i want,9315,6,8
35,6730012831293572101,False,23,1334,True,ceo,Mason Schlang,reality can he whatever i want,9315,6,8
35,6730012831293572101,False,23,1334,True,truestory,Mason Schlang,reality can he whatever i want,9315,6,8
35,6730012831293572101,False,23,1334,True,fitness,Mason Schlang,reality can he whatever i want,9315,6,8
36,6799759559303005190,False,23,3997,True,linhacongelante,rapidsongs ,COPYCAT x Bad Guy,34700,2,13
36,6799759559303005190,False,23,3997,True,timewarpscan,rapidsongs ,COPYCAT x Bad Guy,34700,2,13
36,6799759559303005190,False,23,3997,True,mirror,rapidsongs ,COPYCAT x Bad Guy,34700,2,13
36,6799759559303005190,False,23,3997,True,transition,rapidsongs ,COPYCAT x Bad Guy,34700,2,13
36,6799759559303005190,False,23,3997,True,dlaciebie,rapidsongs ,COPYCAT x Bad Guy,34700,2,13
36,6799759559303005190,False,23,3997,True,reflection,rapidsongs ,COPYCAT x Bad Guy,34700,2,13
36,6799759559303005190,False,23,3997,True,kapinha,rapidsongs ,COPYCAT x Bad Guy,34700,2,13
36,6799759559303005190,False,23,3997,True,sike,rapidsongs ,COPYCAT x Bad Guy,34700,2,13
36,6799759559303005190,False,23,3997,True,spooky,rapidsongs ,COPYCAT x Bad Guy,34700,2,13
36,6799759559303005190,False,23,3997,True,fyp,rapidsongs ,COPYCAT x Bad Guy,34700,2,13
37,71048051980726272,False,48,2405,True,kane,Zak Langford,original sound,96400,15,25
37,71048051980726272,False,48,2405,True,wwe,Zak Langford,original sound,96400,15,25
37,71048051980726272,False,48,2405,True,viral,Zak Langford,original sound,96400,15,25
37,71048051980726272,False,48,2405,True,memories,Zak Langford,original sound,96400,15,25
37,71048051980726272,False,48,2405,True,video,Zak Langford,original sound,96400,15,25
37,71048051980726272,False,48,2405,True,undertaker,Zak Langford,original sound,96400,15,25
37,71048051980726272,False,48,2405,True,fyp,Zak Langford,original sound,96400,15,25
37,71048051980726272,False,48,2405,True,goviral,Zak Langford,original sound,96400,15,25
38,6730707714798191622,False,273,9522,True,theboys,Trevor Daniel,Falling,64000,75,44
38,6730707714798191622,False,273,9522,True,worldseries,Trevor Daniel,Falling,64000,75,44
38,6730707714798191622,False,273,9522,True,gaminglife,Trevor Daniel,Falling,64000,75,44
38,6730707714798191622,False,273,9522,True,foryou,Trevor Daniel,Falling,64000,75,44
38,6730707714798191622,False,273,9522,True,fyp,Trevor Daniel,Falling,64000,75,44
39,6863031467317478406,False,212,11500,True,anime,Pop Smoke,What You Know Bout Love,47500,33,21
39,6863031467317478406,False,212,11500,True,animeedit,Pop Smoke,What You Know Bout Love,47500,33,21
39,6863031467317478406,False,212,11500,True,yumeko,Pop Smoke,What You Know Bout Love,47500,33,21
39,6863031467317478406,False,212,11500,True,billieeilish,Pop Smoke,What You Know Bout Love,47500,33,21
39,6863031467317478406,False,212,11500,True,bakugou,Pop Smoke,What You Know Bout Love,47500,33,21
39,6863031467317478406,False,212,11500,True,shoto,Pop Smoke,What You Know Bout Love,47500,33,21
39,6863031467317478406,False,212,11500,True,iidatenya,Pop Smoke,What You Know Bout Love,47500,33,21
39,6863031467317478406,False,212,11500,True,uraraka,Pop Smoke,What You Know Bout Love,47500,33,21
40,6873144428494046210,False,4,143,True,,Jibran Khan,original sound,1084,8,15
41,6730012831293572101,False,36,6153,True,duet,Brock Hutchinson ,original sound,61800,8,54
41,6730012831293572101,False,36,6153,True,strength,Brock Hutchinson ,original sound,61800,8,54
41,6730012831293572101,False,36,6153,True,peopleareawesome,Brock Hutchinson ,original sound,61800,8,54
41,6730012831293572101,False,36,6153,True,gym,Brock Hutchinson ,original sound,61800,8,54
42,6727325107461981190,False,37,831,True,bellaforteens,Krotik,оригинальный звук,6599,10,35
42,6727325107461981190,False,37,831,True,ставрополь,Krotik,оригинальный звук,6599,10,35
42,6727325107461981190,False,37,831,True,футбол,Krotik,оригинальный звук,6599,10,35
42,6727325107461981190,False,37,831,True,football,Krotik,оригинальный звук,6599,10,35
42,6727325107461981190,False,37,831,True,рек,Krotik,оригинальный звук,6599,10,35
42,6727325107461981190,False,37,831,True,рекомендации,Krotik,оригинальный звук,6599,10,35
42,6727325107461981190,False,37,831,True,rec,Krotik,оригинальный звук,6599,10,35
42,6727325107461981190,False,37,831,True,recommendations,Krotik,оригинальный звук,6599,10,35
43,6866076078139950085,False,659,25000,True,4upage,ninichan🦋,som original,99400,1257,32
43,6866076078139950085,False,659,25000,True,tradução,ninichan🦋,som original,99400,1257,32
43,6866076078139950085,False,659,25000,True,otaku,ninichan🦋,som original,99400,1257,32
43,6866076078139950085,False,659,25000,True,anime,ninichan🦋,som original,99400,1257,32
43,6866076078139950085,False,659,25000,True,animecasal,ninichan🦋,som original,99400,1257,32
43,6866076078139950085,False,659,25000,True,bad,ninichan🦋,som original,99400,1257,32
43,6866076078139950085,False,659,25000,True,animeedit,ninichan🦋,som original,99400,1257,32
43,6866076078139950085,False,659,25000,True,virall,ninichan🦋,som original,99400,1257,32
43,6866076078139950085,False,659,25000,True,fy,ninichan🦋,som original,99400,1257,32
44,6883227252441809926,False,13,1688,True,horadearrasar,MC Madan,Palhação do Mal,64300,441,13
45,6860627097015534597,False,126,15200,True,fypシ,PIKI,sonido original,62300,228,33
45,6860627097015534597,False,126,15200,True,amv,PIKI,sonido original,62300,228,33
45,6860627097015534597,False,126,15200,True,anime,PIKI,sonido original,62300,228,33
45,6860627097015534597,False,126,15200,True,animation,PIKI,sonido original,62300,228,33
45,6860627097015534597,False,126,15200,True,edit,PIKI,sonido original,62300,228,33
45,6860627097015534597,False,126,15200,True,haikyuu,PIKI,sonido original,62300,228,33
45,6860627097015534597,False,126,15200,True,hinatashoyo,PIKI,sonido original,62300,228,33
45,6860627097015534597,False,126,15200,True,weeb,PIKI,sonido original,62300,228,33
45,6860627097015534597,False,126,15200,True,animeedit,PIKI,sonido original,62300,228,33
46,6890524101929698305,False,147,8606,True,zerotwo,Armando Ackerman,sonido original,50900,445,7
46,6890524101929698305,False,147,8606,True,darlinginthefranxx,Armando Ackerman,sonido original,50900,445,7
46,6890524101929698305,False,147,8606,True,animeedit,Armando Ackerman,sonido original,50900,445,7
46,6890524101929698305,False,147,8606,True,waifu,Armando Ackerman,sonido original,50900,445,7
46,6890524101929698305,False,147,8606,True,zerotwoedits,Armando Ackerman,sonido original,50900,445,7
47,6697512063801017350,False,217,6025,True,jhope,жена эйдана 🥺☂️🌠,оригинальный звук,18100,177,10
47,6697512063801017350,False,217,6025,True,junghoseok,жена эйдана 🥺☂️🌠,оригинальный звук,18100,177,10
47,6697512063801017350,False,217,6025,True,검둥개,жена эйдана 🥺☂️🌠,оригинальный звук,18100,177,10
47,6697512063801017350,False,217,6025,True,bts_official_bighit,жена эйдана 🥺☂️🌠,оригинальный звук,18100,177,10
47,6697512063801017350,False,217,6025,True,recommendations,жена эйдана 🥺☂️🌠,оригинальный звук,18100,177,10
47,6697512063801017350,False,217,6025,True,방탄소년단,жена эйдана 🥺☂️🌠,оригинальный звук,18100,177,10
47,6697512063801017350,False,217,6025,True,глобальныерекомендации,жена эйдана 🥺☂️🌠,оригинальный звук,18100,177,10
47,6697512063801017350,False,217,6025,True,р_е_к_о_м_и_н_д_а_ц_и_и,жена эйдана 🥺☂️🌠,оригинальный звук,18100,177,10
47,6697512063801017350,False,217,6025,True,horse,жена эйдана 🥺☂️🌠,оригинальный звук,18100,177,10
48,6818607940510483462,False,315,26300,True,fyp,60 Second Sounds🦋,Photograph,173100,30,15
48,6818607940510483462,False,315,26300,True,foryou,60 Second Sounds🦋,Photograph,173100,30,15
48,6818607940510483462,False,315,26300,True,birthdaycake,60 Second Sounds🦋,Photograph,173100,30,15
48,6818607940510483462,False,315,26300,True,charli,60 Second Sounds🦋,Photograph,173100,30,15
48,6818607940510483462,False,315,26300,True,queen,60 Second Sounds🦋,Photograph,173100,30,15
48,6818607940510483462,False,315,26300,True,cake,60 Second Sounds🦋,Photograph,173100,30,15
48,6818607940510483462,False,315,26300,True,blm,60 Second Sounds🦋,Photograph,173100,30,15
49,62033018218967040,False,69,2766,True,groep8a,MARIYA,Jingle Bell Rock,45700,4,8
49,62033018218967040,False,69,2766,True,juf,MARIYA,Jingle Bell Rock,45700,4,8
49,62033018218967040,False,69,2766,True,foutekersttruiendag,MARIYA,Jingle Bell Rock,45700,4,8
49,62033018218967040,False,69,2766,True,tegroot,MARIYA,Jingle Bell Rock,45700,4,8
49,62033018218967040,False,69,2766,True,badhair,MARIYA,Jingle Bell Rock,45700,4,8
49,62033018218967040,False,69,2766,True,stokstruggles,MARIYA,Jingle Bell Rock,45700,4,8
49,62033018218967040,False,69,2766,True,iloveit,MARIYA,Jingle Bell Rock,45700,4,8
50,26729425,False,87,7868,True,timewarpscan,ᔕIᑎEᗩᗪ,verified ppl r using this im crying buh bye,130100,175,9
50,26729425,False,87,7868,True,drunkface,ᔕIᑎEᗩᗪ,verified ppl r using this im crying buh bye,130100,175,9
51,6672914621285860357,False,11600,461700,True,stitch,Sonnelebensfroh,Originalton,11100000,102700,12
51,6672914621285860357,False,11600,461700,True,sonnelebensfroh,Sonnelebensfroh,Originalton,11100000,102700,12
51,6672914621285860357,False,11600,461700,True,fy,Sonnelebensfroh,Originalton,11100000,102700,12
51,6672914621285860357,False,11600,461700,True,fyp,Sonnelebensfroh,Originalton,11100000,102700,12
